JD,Magnitude
2457558.97422,11.288
2457559.75612,11.5
2457559.86507,11.295
2457559.86556,11.298
2457561.3944,11.6
2457561.64818,11.493
2457561.87571,11.361
2457561.87622,11.375
2457562.4319,9.7
2457562.81396,11.383
2457562.81447,11.385
2457563.377,12
2457563.4153,11.7
2457563.6,12.6
2457564.30139,12.3
2457564.4035,11.7
2457564.97259,11.458
2457564.97304,11.478
2457565.46,12.1
2457565.633,11.8
2457565.7139,12.6
2457565.7213,11.384
2457565.7217,13.8
2457565.98069,11.499
2457565.98112,11.476
2457566.3889,11.7
2457566.8005,11.509
2457566.80098,11.518
2457567.77532,11.541
2457567.7758,11.557
2457568.3,12.4
2457568.508,11.79
2457568.74765,14.053
2457568.75065,11.51
2457568.75141,9.01
2457568.75183,6.395
2457569.39,12.6
2457569.3958,12.2
2457569.7542,12.3
2457570.97631,11.639
2457570.97682,11.645
2457571.29514,12.4
2457571.86412,11.684
2457571.86455,11.68
2457572.441,12.1
2457572.4576,11.9
2457572.5,12
2457573.384,12
2457573.67569,12.7
2457573.8025,11.738
2457573.80301,11.703
2457574.3972,12.1
2457574.6,12.6
2457574.87235,11.748
2457574.87291,11.769
2457575.39,12.7
2457575.4,12.5
2457575.6393,11.805
2457575.98159,11.799
2457575.98208,11.825
2457576.4063,10.9
2457576.417801,12.043
2457576.5,12.7
2457576.629,12.6
2457576.77894,14.423
2457576.78196,11.803
2457576.78271,9.048
2457576.78314,6.796
2457577.29861,12.5
2457577.4479,12.3
2457577.5,12.4
2457578.0299,10.9
2457578.70747,11.874
2457578.70793,11.882
2457579.37,12.3
2457579.687743,11.761
2457580.3,12.5
2457580.63,12.4
2457581.4,12.6
2457581.76399,14.425
2457581.767,11.927
2457581.76774,9.358
2457581.76815,6.526
2457583.4063,12.3
2457583.4569,12.8
2457583.5,12.8
2457584.4139,10.5
2457584.5778,12.8
2457585.418854,12.169
2457585.4396,12.6
2457586.636,13.2
2457586.77514,14.521
2457586.77814,12.099
2457586.77882,9.483
2457586.77917,6.934
2457587.499,12.36
2457588.3813,9.7
2457588.680926,11.973
2457589.3722,12.5
2457590.63,12.8
2457590.67763,12.252
2457590.67815,12.254
2457590.76755,14.59
2457590.77056,12.247
2457590.7713,9.584
2457590.77171,6.956
2457592.73647,14.705
2457592.73947,12.297
2457592.74022,9.662
2457592.74064,6.932
2457594.3,13.5
2457594.3972,13
2457595.476,12.57
2457595.5,12.9
2457595.6,12.8
2457595.62874,12.736
2457595.692257,12.342
2457596.4465,12.9
2457597.569,12.64
2457598.499,12.77
2457598.74271,14.86
2457598.74569,12.502
2457598.74644,9.815
2457598.74685,7.156
2457599.514,12.86
2457599.68889,13.2
2457600.3688,13
2457601.4153,12.9
2457602.366,13
2457602.5,13.1
2457602.73626,14.854
2457602.73927,12.675
2457602.73995,9.829
2457602.74032,7.235
2457603.3771,10.9
2457603.4278,13.4
2457603.7331,12.687
2457604.34028,12.7
2457604.4,13.5
2457604.574,12.9
2457604.74949,12.693
2457604.75,12.717
2457605.36,13.1
2457605.43,12.5
2457605.67987,14.897
2457605.68029,12.638
2457605.7,13.1
2457606.3,13.8
2457606.4,13
2457607.4,13.7
2457607.78167,12.785
2457607.78235,10.114
2457607.7827,7.365
2457608.3632,13.3
2457608.442,13.08
2457608.54,13.2
2457608.6,13
2457609.4,13.1
2457609.45556,12.8
2457609.656,13.5
2457609.71081,15.037
2457609.71123,12.804
2457611.67075,13.048
2457611.67122,13.078
2457611.73929,12.901
2457611.73997,10.206
2457611.74033,7.685
2457612.6,13.4
2457613.66775,12.923
2457613.66824,12.999
2457614.574,13.19
2457617.66705,13.086
2457617.66763,13.081
2457618.72847,15.208
2457618.72888,13.084
2457619.68183,13.107
2457619.68237,13.16
2457620.4458,13.5
2457620.75089,13.199
2457620.75163,10.491
2457620.75207,7.695
2457621.625,11.9
2457622.3681,10.5
2457623.38819,12.7
2457623.4,13.7
2457623.445,13.5
2457623.5201,11.2
2457624.8672,13.185
2457624.86779,13.213
2457625.446,13.51
2457625.66142,13.307
2457625.66184,13.261
2457626.43403,13.6
2457626.67666,13.32
2457626.67711,13.343
2457627.38125,13.2
2457627.59931,13.6
2457627.615,13.8
2457627.7,13.5
2457627.72355,15.522
2457627.72655,13.448
2457627.7273,10.588
2457627.72773,7.754
2457628.36,13.4
2457629.33,13.7
2457629.4271,10.5
2457629.484,13.72
2457629.84585,11.9
2457630.48,13.5
2457631.3597,13.9
2457631.47137,13.8
2457631.6,13.7
2457633.3,14.1
2457634.447,13.75
2457635.32153,12.7
2457635.660845,13.451
2457636.6,12.9
2457636.6681,13.9
2457637.6973,13.666
2457637.69984,15.562
2457637.7,13.6
2457637.70678,8.21
2457637.70747,10.876
2457637.70852,13.761
2457638.6021,13.8
2457639.29,13.8
2457639.4236,10.5
2457639.6,14
2457639.6645,15.641
2457639.66492,13.733
2457640.439,14.1
2457640.45,13.7
2457641.436,13.93
2457642.5931,13.6
2457651.34792,12.2
2457652.3563,10.9
2457652.6,13.8
2457655.4,13.7
2457655.58472,13.8
2457656.1083,10.9
2457656.34028,9.9
2457656.39,14
2457656.6194,14.2
2457656.67642,15.901
2457656.67683,14.154
2457657.29,13.6
2457662.38,14.2
2457664.5,14.2
2457665.3667,10.9
2457665.82957,14.459
2457665.83012,14.473
2457666.3,13.8
2457666.34722,14.1
2457666.3965,13.8
2457667.6826,13.6
2457668.5514,14.2
2457668.60672,14.453
2457668.60708,14.435
2457669.3,14.1
2457670.28,14.3
2457671.31,13.1
2457671.69862,14.476
2457671.69905,14.501
2457672.33611,12.8
2457674.62166,16.047
2457674.62206,14.668
2457681.52773,14.66
2457682.4201,10.9
2457682.5,13.8
2457684.3,14.4
2457684.53125,12.9
2457684.63681,12.9
2457689.5,13.8
2457690.23,13
2457690.362,14.95
2457690.42351,14.621
2457691.36,13.6
2457692.36668,14.621
2457693.3,13.5
2457694.27,13.2
2457696.27,14.6
2457696.28,13.1
2457696.58199,14.628
2457696.5825,14.538
2457696.6297,14.682
2457696.63056,16.22
2457697.2,14.2
2457697.51111,12.9
2457697.58694,14.63
2457697.58751,14.692
2457697.94792,14.4
2457699.5,13.2
2457702.58369,14.604
2457702.58418,14.581
2457705.00278,14.8
2457705.2806,13.6
2457710.45694,12.3
2457711.5257,14
2457712.0375,14.1
2457712.2,14.2
2457712.56458,14
2457713.63125,13.7
2457714.25,14.6
2457714.29,13.2
2457718.3,13.5
2457718.3924,10.9
2457724.55764,13.5
2457725.27,13.1
2457725.3,13.8
2457726.2,14.2
2457726.3354,13.6
2457726.5,13.7
2457727.25,12.7
2457727.28333,12.8
2457727.3,13
2457727.63569,13.606
2457727.63611,13.583
2457729.2868,13.7
2457729.2944,13.9
2457733.313,13.42
2457738.5,13.2
2457739.22,12.9
2457739.3,12.4
2457749.2,13
2457749.3,13.2
2457750.2174,13.1
2457750.3,12.8
2457751.2,13.6
2457751.2,12.6
2457751.26944,13.1
2457752.254,13
2457755.4875,12.2
2457755.5,12.8
2457756.2021,12.5
2457756.2417,13.2
2457758.3,12.7
2457759.2632,12.7
2457760.2,12.5
2457765.19,12.5
2457768.2792,10.5
2457769.1931,12.4
2457769.2097,12.9
2457773.2,12
2457773.71181,11.5
2457775.2,12.3
2457775.2646,12.5
2457775.3,12.2
2457781.7111,11.7
2457782.6813,11.7
2457784,11.8
2457784.2375,11.9
2457786.6243,11.6
2457788.72917,11.2
2457793.7139,11.05
2457794,11.3
2457797.7049,10.5
2457798.241,10.7
2457799.35347,10.1
2457800.6813,10.3
2457800.73,10.2
2457802.9,10.4
2457803.5965,10.4
2457808.66,9.8
2457808.66319,10.2
2457814.06722,9.41
2457814.06802,9.409
2457815.0602,9.384
2457815.06065,9.401
2457817.06751,9.348
2457817.7125,10.17
2457817.8,10.1
2457818.72,9.6
2457820.40625,9.5
2457823.2972,9.9
2457823.96707,9.304
2457823.96744,9.304
2457824.6597,9.7
2457825.63,9.8
2457826.05014,9.264
2457826.05052,9.273
2457826.491,9.7
2457827.563,9.35
2457828.572,9.32
2457828.6472,9.5
2457829.4792,9.5
2457829.567,9.27
2457831.5347,9.83
2457834.67708,9.2
2457834.69,9.3
2457834.8,10.1
2457836.67,9.2
2457837.62986,9
2457837.6542,9.5
2457838.5354,9
2457839.6208,9.3
2457840.307,9.6
2457840.4,9.5
2457840.5243,9
2457841.6583,9
2457841.67,9.3
2457841.6778,9.68
2457842.41319,8.7
2457843.6632,8.8
2457844.5,9.5
2457844.6347,9
2457845.02493,8.847
2457845.02529,8.846
2457845.38,9.4
2457845.59028,9.3
2457845.9,10
2457847.307,9.6
2457849.00459,8.794
2457849.00495,8.791
2457849.61,8.6
2457851.584,8.82
2457851.6375,8.9
2457852.5382,8.8
2457852.572,8.8
2457852.57639,9.2
2457852.6778,9.47
2457853.01663,8.723
2457853.01709,8.724
2457853.549,8.8
2457853.56,8.6
2457853.5653,8.8
2457854.02213,8.729
2457854.0225,8.728
2457854.568,8.78
2457855.537,8.77
2457856.559,8.74
2457856.7,9.4
2457859.5979,8.7
2457861.4778,9.11
2457864.442222,8.814
2457864.9852,8.67
2457864.9856,8.659
2457866.8,9.6
2457867.5715,8.8
2457870.4486,8.8
2457871.54,9
2457873.4,8.8
2457873.44792,9.2
2457873.4861,8.8
2457874.38,9
2457874.74306,9.2
2457875.43,8.9
2457876.3736,8.8
2457876.425,9.1
2457876.7,8.9
2457878.97557,8.776
2457878.97595,8.779
2457879.49,9
2457879.94289,8.802
2457879.94326,8.805
2457880.4097,8.8
2457880.7,9
2457881.52,8.7
2457883.7127,11.019
2457883.7136,8.765
2457883.8,9.7
2457884.39583,9.2
2457884.4201,8.8
2457885.48,9
2457887.36,9
2457887.4618,8.8
2457887.98925,8.905
2457887.98963,8.9
2457888.36,8.8
2457888.38,8.8
2457889.41,8.9
2457891.4,9.2
2457891.5368,9.1
2457892.3,9.8
2457892.4896,9.2
2457893.4,9.6
2457893.42,8.9
2457893.4389,9.6
2457893.58,9
2457893.8,9.9
2457894.35069,9.2
2457894.35417,8.5
2457894.4,9.3
2457894.41667,9.4
2457895.4153,9.2
2457895.5,9.9
2457896.3958,9.2
2457896.6,9.3
2457897.446771,9.217
2457898.31389,9.7
2457898.4201,9.1
2457898.59,9
2457899.4007,9.2
2457899.45833,9.9
2457899.97066,9.077
2457899.97103,9.081
2457900.42,9.1
2457900.4854,9.2
2457901.4,9.4
2457901.4049,9.3
2457901.43,9.5
2457901.5,9.6
2457902.3875,9.4
2457902.43,9.5
2457902.4833,9.3
2457902.5,8.9
2457902.9794,9.159
2457902.97978,9.153
2457903.4194,9.75
2457903.4465,9.3
2457903.9411,9.101
2457903.94215,9.179
2457904.4924,9.3
2457904.6,9.4
2457904.83534,9.178
2457904.83573,9.172
2457905.3681,9.3
2457905.4,9.8
2457905.42014,9.2
2457906.42,9
2457906.4382,9.3
2457906.676829,9.074
2457906.7,10.1
2457906.8833,9.5
2457906.93498,9.21
2457906.93534,9.205
2457907.28542,9.8
2457907.5,9
2457907.73819,9.6
2457907.98694,9.254
2457907.9874,9.24
2457908.6,9.7
2457908.618,9.7
2457908.98251,9.257
2457908.98288,9.266
2457909.4,9.7
2457909.4479,9.4
2457909.97557,9.289
2457909.97594,9.297
2457910.42014,9.4
2457910.4694,9.72
2457910.96541,9.309
2457910.96578,9.306
2457911.654086,9.316
2457911.96515,9.329
2457911.96553,9.335
2457912.37,9.9
2457912.9728,9.366
2457912.97326,9.363
2457913.42,9.8
2457913.5535,9.4
2457914.55,9.4
2457915.3,9.4
2457915.43056,9.9
2457915.4431,9.9
2457915.678484,9.409
2457915.97784,9.426
2457915.97831,9.416
2457916.7,10.2
2457916.71382,9.486
2457916.71419,9.445
2457917.41111,9.9
2457917.416,9.5
2457917.42,9.7
2457917.644,9.9
2457917.73757,9.441
2457917.73794,9.457
2457918.5,9.8
2457918.96707,9.495
2457918.96752,9.493
2457919.30556,9.8
2457919.38,9.6
2457919.4,9.5
2457919.4188,9.6
2457919.4444,8.7
2457919.6,9.6
2457919.70833,9.513
2457919.7087,9.506
2457920.96407,9.548
2457920.96444,9.535
2457921.42,9.7
2457922.42,9.9
2457922.5,9.8
2457922.513,9.66
2457922.5667,9.6
2457923.411748,9.794
2457923.4271,9.6
2457923.76486,9.597
2457923.76523,9.595
2457924.4111,9.8
2457924.44,9.7
2457924.512,9.69
2457924.6,9.8
2457924.6966,9.62
2457924.69698,9.613
2457925.69668,9.648
2457925.69704,9.655
2457926.3,10
2457926.38,10.1
2457926.4403,9.9
2457926.5,10.1
2457926.6,10.4
2457926.69552,9.668
2457926.69588,9.667
2457926.7625,9.9
2457927.39,9.9
2457927.69383,9.679
2457927.69419,9.688
2457928.4083,9.9
2457928.42,10.3
2457928.68943,9.706
2457928.6898,9.726
2457929.30972,10
2457929.4,9.9
2457929.73686,9.74
2457929.73725,9.738
2457930.0806,10.7
2457930.408889,9.995
2457930.70878,9.772
2457930.70916,9.765
2457930.7174,9.9
2457931.38,10
2457931.42,10.2
2457931.4403,10.21
2457931.4639,10
2457931.6,9.8
2457931.64375,10
2457931.70596,9.809
2457931.70644,9.803
2457932.3,11
2457932.69638,9.824
2457932.69676,9.847
2457933.4167,10.2
2457933.4194,9.7
2457933.69338,9.84
2457933.69374,9.857
2457934.70432,9.917
2457934.70432,9.866
2457934.70471,9.948
2457934.70471,9.898
2457935.32292,10.3
2457935.409,10.4
2457935.47,10.1
2457935.69381,9.931
2457936.6,10.5
2457936.60694,10.9
2457936.69385,9.922
2457936.69432,9.941
2457937.35,10.2
2457937.37,10.4
2457937.47569,10.2
2457937.47639,9.9
2457937.69355,9.953
2457937.69403,9.974
2457938.42,10.4
2457938.4292,10.45
2457938.5,10.1
2457938.651,10.2
2457938.68903,9.988
2457938.68947,9.955
2457939.396505,10.255
2457939.43403,10.3
2457939.46875,10.1
2457939.47,10.5
2457939.5,10.5
2457939.68881,10.021
2457939.68926,10.034
2457940.68854,10.043
2457940.689,10.052
2457941.64028,10.111
2457941.69641,10.092
2457941.69689,10.09
2457941.76347,10.079
2457942.42,10.4
2457943.67361,10.2
2457943.70278,10.146
2457943.70332,10.133
2457944.68633,10.17
2457944.68678,10.157
2457945.30278,10.6
2457945.36,10.9
2457945.55,10.5
2457945.68688,10.182
2457945.68733,10.184
2457946.4076,11
2457946.4208,10.8
2457946.6856,10.217
2457946.6861,10.227
2457947.69115,10.246
2457947.6916,10.251
2457948.3,10.8
2457948.4,10.5
2457948.4076,10.6
2457948.42,10.6
2457948.4806,10.6
2457948.69387,10.271
2457948.69431,10.264
2457949.6,10.4
2457949.69343,10.297
2457949.69388,10.308
2457950.4236,10.8
2457950.5,11.3
2457950.68902,10.39
2457950.68948,10.433
2457950.72215,12.528
2457950.72329,10.242
2457951.38,10.5
2457951.401088,10.536
2457951.44514,10.7
2457952.3896,10.8
2457952.39236,10.5
2457952.4,11.5
2457952.6,10.9
2457952.69194,10.393
2457952.69241,10.388
2457953.29444,10.7
2457953.4,10.8
2457953.5,10.6
2457954.4,11
2457955.4,10.9
2457955.41,10.6
2457955.4181,10.8
2457955.65972,11.2
2457955.773,10.458
2457955.77346,10.491
2457956.3729,10.8
2457956.67684,10.505
2457956.67729,10.493
2457956.7624,10.47
2457957.3819,10.82
2457957.39444,10.6
2457957.4146,10.8
2457957.44,11
2457958.3833,9.7
2457958.4,10.8
2457958.42,10.8
2457958.68439,10.552
2457958.68484,10.554
2457959.3125,11.2
2457959.411331,10.778
2457959.6798,10.589
2457959.68025,10.59
2457960.68574,10.617
2457960.68618,10.617
2457960.75556,10.8
2457961.67368,10.622
2457961.67413,10.642
2457962.42,11
2457962.6,11.2
2457962.67412,10.674
2457962.67449,10.669
2457963.28472,10.9
2457963.71472,10.698
2457963.71508,10.705
2457964.4,11.3
2457964.4,11.4
2457964.48,11.2
2457965.3,11.9
2457965.629,10.7
2457965.6785,10.813
2457965.67889,10.816
2457966.3944,11.1
2457967.3813,10.5
2457967.45,11.3
2457969.29861,11.3
2457969.39,10.9
2457971.37,11.1
2457971.3938,11.2
2457971.66728,10.951
2457972.3958,11.5
2457972.66639,10.998
2457973.384,11.5
2457973.66971,11.03
2457974.27292,11.5
2457974.66336,11.043
2457975.3,12
2457975.6,11.8
2457975.6644,11.073
2457976.5,11.4
2457976.6619,11.112
2457977.29097,11.5
2457977.37,11.6
2457977.4,11.5
2457977.68347,11.155
2457977.6931,11.2
2457977.97917,11
2457978.6681,11.182
2457979.3771,11.6
2457979.42708,11.9
2457979.42778,11.7
2457979.61597,11.7
2457979.66395,11.191
2457980.3715,11.7
2457980.43611,11.7
2457981.36,11.8
2457982.4,12.5
2457982.62222,12.1
2457982.65383,13.707
2457982.65617,11.124
2457983.31,11.6
2457983.38542,12.14
2457983.65028,11.278
2457984.28194,11.9
2457984.4,12.2
2457985.8,12
2457988.72948,5.886
2457988.72997,8.385
2457988.73078,11.258
2457988.73216,13.804
2457989.31,12.4
2457990.3,11.8
2457991.606,12.5
2457991.99306,11.5
2457994.366,12.3
2457995.6,11.9
2457995.8,12.2
2457996.39,12.2
2457996.44792,12.45
2457996.63389,11.561
2457997.3,12.2
2457997.65838,11.907
2457999.27847,12
2457999.42222,12.1
2458001.3715,12.4
2458004.69667,14.487
2458004.69902,11.753
2458006.24236,12.5
2458007.3354,12.4
2458007.6229,12.7
2458007.6755,11.846
2458008.62222,12.4
2458010.26,12.5
2458012.24861,12.8
2458012.36111,12.5
2458012.9875,12.1
2458013.6375,12.6
2458013.8,12.6
2458015.3,13.4
2458015.4743,10.9
2458017.425,12.4
2458018.60137,12.413
2458019.39,12.7
2458019.7,12.7
2458020.3764,13.1
2458020.54028,12.2
2458020.56314,12.288
2458021.586,13.4
2458021.62014,12.3
2458023.26806,12.7
2458024.66223,15.046
2458024.66458,12.299
2458025.5264,13
2458025.56597,12.9
2458025.7,13
2458027.35,12.7
2458029.5958,13.1
2458029.67387,12.525
2458033.02083,12.9
2458034.3,13.6
2458035.27,12.9
2458036.57014,12.2
2458038.33958,12.7
2458038.66958,15.437
2458038.67193,12.684
2458040.54514,12.9
2458041.3,13.7
2458041.3813,13.4
2458041.4,13.5
2458041.418,13.4
2458042.4,13
2458043.28,13.1
2458043.5,13.2
2458043.62741,12.907
2458045.28,13.3
2458045.578,10.8
2458047.3847,10.9
2458049.62712,13.033
2458052.6,13.6
2458054.6,13.5
2458064.28,13
2458064.2931,13.9
2458066.5,13.8
2458067.65885,16.016
2458067.6612,13.505
2458068.312,13.3
2458072.2,13.8
2458075.4431,10.5
2458076.26736,12.7
2458080.6,14.1
2458084.46042,8.3
2458086.2,13.2
2458092.284,13.6
2458094.58104,14.228
2458095.22,13.6
2458104.5,14.5
2458106.3417,10.9
2458109.57654,14.184
2458114.57831,14.269
2458114.59006,14.069
2458114.59061,11.387
2458115.57928,11.331
2458117.58012,11.359
2458125.2125,13.5
2458126.2382,14
2458133.3,13
2458136.2903,10.5
2458144.2,12.7
2458145.08568,12.952
2458145.08637,10.456
2458146.08292,12.92
2458146.08363,10.374
2458147,13.5
2458147.08001,12.852
2458147.08073,10.377
2458147.0815,15.375
2458150.07237,12.615
2458150.07307,10.181
2458154.0667,12.297
2458154.06741,9.935
2458154.06818,14.91
2458155.08466,12.326
2458155.08537,10.069
2458157.06277,12.073
2458157.06348,9.775
2458157.06427,14.663
2458162.9,12.2
2458163.0792,11.73
2458163.07991,9.578
2458164.0338,11.524
2458164.0345,9.361
2458164.03528,14.123
2458165.72,11.8
2458169.31458,11.7
2458171.7049,10.9
2458173.67986,11
2458176.9,11.5
2458183.04243,8.368
2458183.04322,12.574
2458183.97944,10.157
2458183.98015,8.288
2458183.98094,12.394
2458186.00007,10.031
2458186.001,8.215
2458186.00199,12.297
2458186.6201,10.6
2458187.06164,9.962
2458187.06235,8.18
2458187.06314,12.232
2458188.8,10.7
2458190.5139,10.3
2458193.43819,9.9
2458196.63542,9.5
2458197.02192,9.453
2458197.02272,7.777
2458197.02351,11.572
2458197.6264,10
2458197.9,10.2
2458198.61,9.7
2458200.5361,10
2458203.66,9.5
2458213.8,9.1
2458214.4597,8.75
2458214.5819,8.3
2458214.628,8.5
2458215.41667,7.8
2458215.54,8.5
2458216.5965,8.1
2458217.5417,8.1
2458218.38611,7.8
2458219.6,8.3
2458220.51,7.6
2458220.5535,7.9
2458220.59722,7.2
2458223.47,8
2458224.63,6.5
2458226.4188,7.4
2458226.56,7
2458226.58056,7
2458227.53,6.9
2458227.584,7.8
2458228.6042,7.2
2458228.6167,7.97
2458229.43056,6.8
2458229.4688,6.5
2458229.54,6.9
2458229.56,6.7
2458230.01167,7.187
2458230.01287,8.825
2458230.5326,7.2
2458230.8,8.3
2458231.00867,7.356
2458231.00925,6.449
2458231.00985,8.815
2458231.6,7
2458232.00472,7.221
2458232.00524,6.194
2458232.00588,8.689
2458232.391,7.1
2458233.00968,7.291
2458233.01025,6.387
2458233.01089,8.768
2458233.5,7
2458234.59,6.8
2458234.97398,7.272
2458234.97398,7.296
2458234.97451,6.319
2458234.97513,8.71
2458235.4,7.5
2458235.97156,7.127
2458235.97204,6.267
2458235.9726,8.645
2458236.98309,7.131
2458236.98391,6.225
2458236.98454,8.627
2458237.6,6.3
2458237.98148,7.14
2458237.98214,6.263
2458237.98288,8.673
2458238.4083,7.2
2458239.4236,6.5
2458239.8,7.7
2458240.6,6.6
2458241.42,6.6
2458243.4,6.8
2458243.47222,6.6
2458243.4889,7.3
2458243.5556,7.3
2458243.57,6.4
2458243.97444,6.94
2458243.97495,6.027
2458243.97554,8.747
2458243.97611,4.487
2458244.33,7.2
2458244.39236,7.1
2458244.4,7
2458244.4,8
2458244.4,6.3
2458244.44167,7.1
2458245.36,6.9
2458245.4,7.9
2458245.425,7.2
2458245.5,7.1
2458246.3833,7.2
2458246.4618,6.7
2458246.99081,7.656
2458246.99132,6.76
2458246.99192,8.781
2458246.9925,5.138
2458247.39,7.2
2458247.3938,7.3
2458247.4,6.7
2458247.49,6.8
2458247.6,6.7
2458248.35,6.9
2458248.6,8.2
2458249.3806,7.52
2458249.42,6.5
2458249.42708,7
2458249.5,7.5
2458250.34,7.4
2458250.384,7.2
2458250.4201,6.7
2458251.4,6.8
2458251.4,8.3
2458251.4146,7
2458251.42,6.7
2458251.7,7.5
2458252.4278,7.1
2458253.3931,7.1
2458253.4,7.9
2458253.434,7
2458253.5,7.3
2458254.3618,7.063
2458254.44,6.3
2458254.4639,7.48
2458258.3,8.5
2458258.3465,7.6
2458258.35625,7.035
2458258.4618,7.2
2458259.4,8
2458259.4,6.9
2458259.4188,7.2
2458259.44,7.6
2458260.34,7.7
2458260.44,6.7
2458260.5646,7.2
2458261.4049,7.2
2458261.5,7.3
2458261.6,7.6
2458262.4236,7.2
2458263.3361,7.6
2458263.4097,7.5
2458263.45217,7.2739
2458263.59,7
2458263.6,8.2
2458264.3417,7.5
2458264.4,8.2
2458265.4181,7.2
2458265.48217,7.2872
2458266.99422,7.639
2458267.5306,7.3
2458267.99066,7.76
2458267.99117,6.8
2458267.99176,9.341
2458267.99231,5.273
2458268.5,7.3
2458268.99178,7.697
2458268.99229,6.73
2458268.99288,9.35
2458268.99345,5.029
2458269.4313,7.2
2458269.4514,7.3
2458270.3,6.8
2458270.3542,7.9
2458270.36111,8.1
2458271.30069,8
2458271.4403,7.5
2458271.4472,7.82
2458272.4208,7.8
2458272.6,8.3
2458272.98641,7.891
2458272.98692,6.931
2458272.98751,9.468
2458272.98809,5.291
2458273.35694,7.605
2458273.4438,7.2
2458273.46,8.3
2458273.5,7.2
2458274.4278,7.2
2458274.43714,7.6316
2458275.3479,8.1
2458275.43,6.8
2458275.4333,7
2458275.52083,8
2458276.4208,7.3
2458276.44916,7.6421
2458276.45,8.4
2458276.5,7
2458277.43788,7.774
2458277.4924,7.4
2458277.5,8.4
2458277.5222,7.3
2458278.3,8.2
2458278.4028,7.9
2458278.43,6.9
2458278.49,8.3
2458278.98531,8.031
2458278.98582,6.975
2458278.98642,9.277
2458278.98699,5.418
2458280.36,8.1
2458280.38,8.4
2458280.4125,7.5
2458280.43,6.9
2458280.4549,8
2458281.4181,7.8
2458281.6,8.9
2458283.41,7.8
2458283.61859,7.786
2458283.99063,7.849
2458284.4063,7.7
2458284.5,7.7
2458285.40066,7.8468
2458285.4181,8.48
2458285.4215,7.8
2458286.43,8.5
2458286.98869,7.914
2458286.98919,6.734
2458286.98978,9.905
2458286.99035,5.101
2458288.5,8
2458289.35763,8.389
2458290.36,8.4
2458290.45208,8
2458290.5417,8.3
2458291.31597,8.3
2458291.6,9
2458291.83003,8.129
2458292.5,8.5
2458292.98708,8.122
2458292.98758,6.879
2458292.98817,9.692
2458292.98874,5.231
2458294.58821,8.2
2458294.98777,8.091
2458294.98828,6.849
2458294.98887,9.73
2458294.98943,5.132
2458295.4139,8.84
2458295.652,8.5
2458295.97979,8.177
2458295.9803,6.997
2458295.98089,9.812
2458295.98145,5.104
2458296.41681,8.1609
2458296.4993,8.1
2458296.98007,8.159
2458296.98057,6.87
2458296.98116,9.829
2458296.98172,5.107
2458297.4146,8.3
2458299.30903,8.4
2458299.5417,8.3
2458299.63542,8.8
2458299.97354,8.319
2458299.97405,7.023
2458299.97464,9.945
2458299.97521,5.186
2458300.3931,8.4
2458300.4,8.8
2458300.41319,8
2458301.38,8.9
2458301.425,8.3
2458301.5,8.9
2458301.6,9.2
2458301.653,8.9
2458302.38263,9.128
2458302.4,8.8
2458302.4104,8.3
2458302.43,8.2
2458302.6375,8.1
2458302.97299,8.363
2458302.97348,7.013
2458302.97406,10.033
2458302.97463,5.12
2458303.3,8.3
2458303.97897,8.436
2458303.97951,7.175
2458303.98012,10.074
2458303.98068,4.976
2458304.391,8.5
2458304.4007,8.4
2458304.4042,9.89
2458304.41805,9.402
2458306.36,9
2458306.434,8.3
2458306.5,8.7
2458306.66389,8.6
2458306.67431,8.2
2458306.74444,9
2458307.3868,8.621
2458307.3972,8.3
2458307.4,8
2458307.42,8.4
2458307.7283,4.278
2458307.7285,10.756
2458307.7291,8.521
2458308.5292,8.3
2458308.619,9
2458309.41,9.3
2458309.5,9.1
2458309.54,8.4
2458309.98944,8.612
2458309.98987,7.198
2458309.99037,10.311
2458309.99093,4.999
2458310.30278,8.6
2458310.40278,8.5
2458310.416,8.5
2458310.6,9.6
2458311.4625,8.5
2458312.39931,9.8
2458312.4,9.6
2458312.4,9.8
2458312.42292,8.7
2458312.44306,9
2458312.5118,8.7
2458312.675,8.9
2458313.29028,9
2458313.3868,8.7
2458313.44444,8.9
2458313.45,8.4
2458313.59806,8.785
2458314.654,8.9
2458315.4,8.9
2458315.4201,8.7
2458315.99938,8.803
2458315.99988,7.201
2458316.00047,10.517
2458316.4104,8.7
2458317.3903,9.6
2458317.4,9.5
2458317.62778,9.1
2458318.39167,8.9
2458318.4146,9.1
2458319.4139,9.2
2458319.58681,9.6
2458320.3847,8.9
2458321.92603,9.043
2458321.92654,7.425
2458321.92713,10.78
2458321.9277,5.534
2458322.43,9.4
2458323.3854,9.6
2458323.39931,10
2458323.4,8.7
2458323.4104,9.5
2458324.4042,9.5
2458324.62,9.9
2458325.3,9.8
2458325.3972,9.6
2458327.28889,9.4
2458328.4,9.8
2458328.5313,9.3
2458330.3576,9.9
2458331.4,9.9
2458331.41111,9.4
2458331.42,9.7
2458331.42778,9.7
2458332.27778,9.7
2458333.59,9.7
2458334.3493,9.773
2458334.4,9.8
2458334.43,9.8
2458334.5,9.9
2458335.6521,9.8
2458335.67222,9.9
2458336.4014,9.9
2458336.5,9.4
2458336.59722,9.9
2458337.37,9.7
2458337.3826,9.8
2458337.47,10.1
2458337.6,9.9
2458338.4208,9.8
2458339.28056,9.9
2458339.3938,9.9
2458339.4,9.9
2458340.3875,10
